_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites
"$$BUZZ,7,11:27:32,51.94714,-2.53991,00000,3*F389",M0RPI/5,7,11:27:32,51.94714,-2.53991,0,3
"$$BUZZ,8,11:27:38,51.94720,-2.53999,00000,3*5DC3",M0RPI/5,8,11:27:38,51.9472,-2.53999,0,3
"$$BUZZ,9,11:27:44,51.94726,-2.54007,00000,3*51D7",M0RPI/5,9,11:27:44,51.94726,-2.54007,0,3
"$$BUZZ,10,11:27:50,51.94729,-2.54012,00000,3*0A15",M0RPI/5,10,11:27:50,51.94729,-2.54012,0,3
"$$BUZZ,11,11:27:56,51.94731,-2.54014,00000,3*29F8",M0RPI/5,11,11:27:56,51.94731,-2.54014,0,3
"$$BUZZ,12,11:28:02,51.94732,-2.54015,00000,3*2D93",M0RPI/5,12,11:28:02,51.94732,-2.54015,0,3
"$$BUZZ,13,11:28:08,51.94732,-2.54014,00000,3*6E0D",M0RPI/5,13,11:28:08,51.94732,-2.54014,0,3
"$$BUZZ,14,11:28:14,51.94730,-2.54012,00000,3*C03D",M0RPI/5,14,11:28:14,51.9473,-2.54012,0,3
"$$BUZZ,15,11:28:20,51.94728,-2.54008,00000,3*7EF5",M0RPI/5,15,11:28:20,51.94728,-2.54008,0,3
"$$BUZZ,16,11:28:26,51.94726,-2.54003,00000,3*8F52",M0RPI/5,16,11:28:26,51.94726,-2.54003,0,3
"$$BUZZ,17,11:28:32,51.94721,-2.53996,00000,3*0784",M0RPI/5,17,11:28:32,51.94721,-2.53996,0,3
"$$BUZZ,18,11:28:36,51.94719,-2.53992,00000,0*F911",M0RPI/5,18,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,19,11:28:36,51.94719,-2.53992,00000,0*D050",M0RPI/5,19,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,20,11:28:36,51.94719,-2.53992,00000,0*AFC4",M0RPI/5,20,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,21,11:28:36,51.94719,-2.53992,00000,0*8685",M0RPI/5,21,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,22,11:28:36,51.94719,-2.53992,00000,0*FD46",M0RPI/5,22,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,23,11:28:36,51.94719,-2.53992,00000,0*D407",M0RPI/5,23,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,24,11:28:36,51.94719,-2.53992,00000,0*0AC0",M0RPI/5,24,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,25,11:28:36,51.94719,-2.53992,00000,0*2381",M0RPI/5,25,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,26,11:28:36,51.94719,-2.53992,00000,0*5842",M0RPI/5,26,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,27,11:28:36,51.94719,-2.53992,00000,0*7103",M0RPI/5,27,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,28,11:28:36,51.94719,-2.53992,00000,0*F5ED",M0RPI/5,28,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,29,11:28:36,51.94719,-2.53992,00000,0*DCAC",M0RPI/5,29,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,30,11:28:36,51.94719,-2.53992,00000,0*5B8F",M0RPI/5,30,11:28:36,51.94719,-2.53992,0,0
"$$BUZZ,31,11:30:24,51.94783,-2.54100,00000,3*8C85",M0RPI/5,31,11:30:24,51.94783,-2.541,0,3
"$$BUZZ,32,11:30:32,51.94693,-2.53948,00000,3*6925",M0RPI/5,32,11:30:32,51.94693,-2.53948,0,3
"$$BUZZ,33,11:30:38,51.94669,-2.53915,00000,3*F6D6",M0RPI/5,33,11:30:38,51.94669,-2.53915,0,3
"$$BUZZ,34,11:30:44,51.94676,-2.53924,00000,3*AC1C",M0RPI/5,34,11:30:44,51.94676,-2.53924,0,3
"$$BUZZ,35,11:30:50,51.94708,-2.53968,00000,3*1253",M0RPI/5,35,11:30:50,51.94708,-2.53968,0,3
"$$BUZZ,36,11:30:56,51.94739,-2.54017,00000,3*62D7",M0RPI/5,36,11:30:56,51.94739,-2.54017,0,3
"$$BUZZ,37,11:31:02,51.94740,-2.54014,00000,3*B7D0",M0RPI/5,37,11:31:02,51.9474,-2.54014,0,3
"$$BUZZ,38,11:31:07,51.94704,-2.53953,00000,0*9509",M0RPI/5,38,11:31:07,51.94704,-2.53953,0,0
"$$BUZZ,39,11:31:14,51.94685,-2.53918,00000,3*6B27",M0RPI/5,39,11:31:14,51.94685,-2.53918,0,3
"$$BUZZ,40,11:31:20,51.94675,-2.53904,00000,3*BDAC",M0RPI/5,40,11:31:20,51.94675,-2.53904,0,3
"$$BUZZ,41,11:31:26,51.94637,-2.53840,00000,3*BA76",M0RPI/5,41,11:31:26,51.94637,-2.5384,0,3
"$$BUZZ,42,11:31:31,51.94647,-2.53859,00000,0*28F6",M0RPI/5,42,11:31:31,51.94647,-2.53859,0,0
"$$BUZZ,43,11:31:38,51.94625,-2.53822,00000,3*8380",M0RPI/5,43,11:31:38,51.94625,-2.53822,0,3
"$$BUZZ,44,11:31:40,51.94603,-2.53787,00000,0*FD3D",M0RPI/5,44,11:31:40,51.94603,-2.53787,0,0
"$$BUZZ,45,11:31:40,51.94603,-2.53787,00000,0*D47C",M0RPI/5,45,11:31:40,51.94603,-2.53787,0,0
"$$BUZZ,46,11:31:40,51.94603,-2.53787,00000,0*AFBF",M0RPI/5,46,11:31:40,51.94603,-2.53787,0,0
"$$BUZZ,47,11:32:08,51.94759,-2.54067,00000,3*2E41",M0RPI/5,47,11:32:08,51.94759,-2.54067,0,3
"$$BUZZ,48,11:32:14,51.94685,-2.53939,00000,3*815D",M0RPI/5,48,11:32:14,51.94685,-2.53939,0,3
"$$BUZZ,49,11:32:18,51.94639,-2.53859,00000,0*2ED7",M0RPI/5,49,11:32:18,51.94639,-2.53859,0,0
"$$BUZZ,50,11:32:26,51.94715,-2.53994,00000,3*D92F",M0RPI/5,50,11:32:26,51.94715,-2.53994,0,3
"$$BUZZ,51,11:32:26,51.94715,-2.53994,00000,0*C00D",M0RPI/5,51,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,52,11:32:26,51.94715,-2.53994,00000,0*BBCE",M0RPI/5,52,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,53,11:32:26,51.94715,-2.53994,00000,0*928F",M0RPI/5,53,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,54,11:32:26,51.94715,-2.53994,00000,0*4C48",M0RPI/5,54,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,55,11:32:26,51.94715,-2.53994,00000,0*6509",M0RPI/5,55,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,56,11:32:26,51.94715,-2.53994,00000,0*1ECA",M0RPI/5,56,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,57,11:32:26,51.94715,-2.53994,00000,0*378B",M0RPI/5,57,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,58,11:32:26,51.94715,-2.53994,00000,0*B365",M0RPI/5,58,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,59,11:32:26,51.94715,-2.53994,00000,0*9A24",M0RPI/5,59,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,60,11:32:26,51.94715,-2.53994,00000,0*E5B0","M0RPI/5,M0RPI/M",60,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,61,11:32:26,51.94715,-2.53994,00000,0*CCF1","M0RPI/5,M0RPI/M",61,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,62,11:32:26,51.94715,-2.53994,00000,0*B732","M0RPI/M,M0RPI/5",62,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,63,11:32:26,51.94715,-2.53994,00000,0*9E73","M0RPI/5,M0RPI/M",63,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,64,11:32:26,51.94715,-2.53994,00000,0*40B4","M0RPI/M,M0RPI/5",64,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,65,11:32:26,51.94715,-2.53994,00000,0*69F5","M0RPI/5,M0RPI/M",65,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,66,11:32:26,51.94715,-2.53994,00000,0*1236","M0RPI/M,M0RPI/5",66,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,67,11:32:26,51.94715,-2.53994,00000,0*3B77","M0RPI/5,M0RPI/M",67,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,68,11:32:26,51.94715,-2.53994,00000,0*BF99","M0RPI/5,M0RPI/M",68,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,69,11:32:26,51.94715,-2.53994,00000,0*96D8","M0RPI/M,M0RPI/5",69,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,70,11:32:26,51.94715,-2.53994,00000,0*11FB","M0RPI/5,M0RPI/M",70,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,71,11:32:26,51.94715,-2.53994,00000,0*38BA","M0RPI/5,M0RPI/M",71,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,72,11:32:26,51.94715,-2.53994,00000,0*4379","M0RPI/M,M0RPI/5",72,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,73,11:32:26,51.94715,-2.53994,00000,0*6A38",M0RPI/5,73,11:32:26,51.94715,-2.53994,0,0
"$$BUZZ,81,13:30:12,51.95034,-2.54478,00137,4*7C42",M0RPI/5,81,13:30:12,51.95034,-2.54478,137,4
"$$BUZZ,80,13:30:11,51.95033,-2.54476,00137,4*E90B",M0RPI/5,80,13:30:11,51.95033,-2.54476,137,4
"$$BUZZ,82,13:30:18,51.95035,-2.54483,00137,4*2446",M0RPI/5,82,13:30:18,51.95035,-2.54483,137,4
"$$BUZZ,83,13:30:24,51.95046,-2.54520,00138,4*E983",M0RPI/5,83,13:30:24,51.95046,-2.5452,138,4
"$$BUZZ,84,13:30:30,51.95062,-2.54575,00138,4*AF4C",M0RPI/5,84,13:30:30,51.95062,-2.54575,138,4
"$$BUZZ,85,13:30:36,51.95020,-2.54424,00138,4*B01F",M0RPI/5,85,13:30:36,51.9502,-2.54424,138,4
"$$BUZZ,86,13:30:42,51.95022,-2.54431,00137,4*A553",M0RPI/5,86,13:30:42,51.95022,-2.54431,137,4
"$$BUZZ,87,13:30:48,51.95023,-2.54434,00136,4*BD23",M0RPI/5,87,13:30:48,51.95023,-2.54434,136,4
"$$BUZZ,88,13:30:54,51.95024,-2.54438,00136,5*B615",M0RPI/5,88,13:30:54,51.95024,-2.54438,136,5
"$$BUZZ,89,13:31:00,51.95025,-2.54440,00137,5*8713",M0RPI/5,89,13:31:00,51.95025,-2.5444,137,5
"$$BUZZ,90,13:31:06,51.95025,-2.54440,00138,5*5355",M0RPI/5,90,13:31:06,51.95025,-2.5444,138,5
"$$BUZZ,91,13:31:12,51.95025,-2.54440,00139,5*3C28",M0RPI/5,91,13:31:12,51.95025,-2.5444,139,5
"$$BUZZ,92,13:31:18,51.95025,-2.54441,00139,6*1D57",M0RPI/5,92,13:31:18,51.95025,-2.54441,139,6
"$$BUZZ,93,13:31:24,51.95024,-2.54439,00139,6*6236",M0RPI/5,93,13:31:24,51.95024,-2.54439,139,6
"$$BUZZ,94,13:31:30,51.95024,-2.54438,00139,6*26DE",M0RPI/5,94,13:31:30,51.95024,-2.54438,139,6
"$$BUZZ,95,13:31:36,51.95023,-2.54436,00140,6*3CD5",M0RPI/5,95,13:31:36,51.95023,-2.54436,140,6
"$$BUZZ,96,13:31:42,51.95023,-2.54433,00141,6*AD9E",M0RPI/5,96,13:31:42,51.95023,-2.54433,141,6
"$$BUZZ,97,13:31:48,51.95022,-2.54432,00141,6*1E31",M0RPI/5,97,13:31:48,51.95022,-2.54432,141,6
"$$BUZZ,98,13:31:54,51.95021,-2.54430,00141,6*86F6",M0RPI/5,98,13:31:54,51.95021,-2.5443,141,6
"$$BUZZ,99,13:32:00,51.95021,-2.54428,00141,6*1170",M0RPI/5,99,13:32:00,51.95021,-2.54428,141,6
"$$BUZZ,100,13:32:06,51.95020,-2.54427,00142,6*D749",M0RPI/5,100,13:32:06,51.9502,-2.54427,142,6
"$$BUZZ,101,13:32:12,51.95020,-2.54426,00142,6*6427",M0RPI/5,101,13:32:12,51.9502,-2.54426,142,6
"$$BUZZ,102,13:32:18,51.95020,-2.54425,00143,6*846C",M0RPI/5,102,13:32:18,51.9502,-2.54425,143,6
"$$BUZZ,103,13:32:24,51.95020,-2.54425,00143,6*3E39",M0RPI/5,103,13:32:24,51.9502,-2.54425,143,6
"$$BUZZ,104,13:32:30,51.95020,-2.54426,00143,6*BCB6",M0RPI/5,104,13:32:30,51.9502,-2.54426,143,6
"$$BUZZ,105,13:32:36,51.95020,-2.54426,00143,6*EAA3",M0RPI/5,105,13:32:36,51.9502,-2.54426,143,6
"$$BUZZ,106,13:32:42,51.95021,-2.54428,00143,6*B852",M0RPI/5,106,13:32:42,51.95021,-2.54428,143,6
"$$BUZZ,107,13:32:48,51.95021,-2.54428,00143,6*10EF",M0RPI/5,107,13:32:48,51.95021,-2.54428,143,6
"$$BUZZ,108,13:32:54,51.95021,-2.54430,00143,6*0887",M0RPI/5,108,13:32:54,51.95021,-2.5443,143,6
"$$BUZZ,109,13:33:00,51.95021,-2.54430,00143,6*CB85",M0RPI/5,109,13:33:00,51.95021,-2.5443,143,6
"$$BUZZ,110,13:33:06,51.95021,-2.54430,00144,6*B662",M0RPI/5,110,13:33:06,51.95021,-2.5443,144,6
"$$BUZZ,111,13:33:12,51.95021,-2.54430,00144,6*EE2F",M0RPI/5,111,13:33:12,51.95021,-2.5443,144,6
"$$BUZZ,112,13:33:18,51.95021,-2.54430,00144,6*1410",M0RPI/5,112,13:33:18,51.95021,-2.5443,144,6
"$$BUZZ,113,13:33:24,51.95021,-2.54430,00144,6*AE45",M0RPI/5,113,13:33:24,51.95021,-2.5443,144,6
"$$BUZZ,114,13:33:30,51.95021,-2.54430,00144,6*018E",M0RPI/5,114,13:33:30,51.95021,-2.5443,144,6
"$$BUZZ,115,13:33:36,51.95021,-2.54430,00144,5*67F8",M0RPI/5,115,13:33:36,51.95021,-2.5443,144,5
"$$BUZZ,116,13:33:42,51.95021,-2.54430,00143,6*03BC",M0RPI/5,116,13:33:42,51.95021,-2.5443,143,6
"$$BUZZ,117,13:33:48,51.95021,-2.54430,00143,6*AB01",M0RPI/5,117,13:33:48,51.95021,-2.5443,143,6
"$$BUZZ,118,13:33:54,51.95021,-2.54429,00143,4*7808",M0RPI/5,118,13:33:54,51.95021,-2.54429,143,4
"$$BUZZ,119,13:34:00,51.95020,-2.54428,00143,5*867B",M0RPI/5,119,13:34:00,51.9502,-2.54428,143,5
"$$BUZZ,120,13:34:06,51.95020,-2.54428,00143,5*86BB",M0RPI/5,120,13:34:06,51.9502,-2.54428,143,5
"$$BUZZ,121,13:34:12,51.95020,-2.54428,00142,4*F9E7",M0RPI/5,121,13:34:12,51.9502,-2.54428,142,4
"$$BUZZ,122,13:34:18,51.95020,-2.54429,00142,4*E8FB",M0RPI/5,122,13:34:18,51.9502,-2.54429,142,4
"$$BUZZ,123,13:34:24,51.95020,-2.54429,00141,4*0BFE",M0RPI/5,123,13:34:24,51.9502,-2.54429,141,4
"$$BUZZ,124,13:34:30,51.95020,-2.54430,00141,5*198D",M0RPI/5,124,13:34:30,51.9502,-2.5443,141,5
"$$BUZZ,125,13:34:36,51.95020,-2.54430,00141,5*4F98",M0RPI/5,125,13:34:36,51.9502,-2.5443,141,5
"$$BUZZ,126,13:34:42,51.95021,-2.54432,00140,5*9F49",M0RPI/5,126,13:34:42,51.95021,-2.54432,140,5
"$$BUZZ,127,13:34:48,51.95020,-2.54433,00140,4*3CC7",M0RPI/5,127,13:34:48,51.9502,-2.54433,140,4
"$$BUZZ,128,13:34:54,51.95020,-2.54433,00139,4*ADA9",M0RPI/5,128,13:34:54,51.9502,-2.54433,139,4
"$$BUZZ,129,13:35:00,51.95020,-2.54434,00138,4*E830",M0RPI/5,129,13:35:00,51.9502,-2.54434,138,4
"$$BUZZ,130,13:35:06,51.95020,-2.54435,00138,4*FB64",M0RPI/5,130,13:35:06,51.9502,-2.54435,138,4
"$$BUZZ,131,13:35:12,51.95020,-2.54434,00138,5*582B",M0RPI/5,131,13:35:12,51.9502,-2.54434,138,5
"$$BUZZ,132,13:35:18,51.95019,-2.54433,00138,6*5082",M0RPI/5,132,13:35:18,51.95019,-2.54433,138,6
"$$BUZZ,133,13:35:24,51.95017,-2.54436,00140,5*A47F",M0RPI/5,133,13:35:24,51.95017,-2.54436,140,5
"$$BUZZ,134,13:35:30,51.95015,-2.54433,00138,6*44D4",M0RPI/5,134,13:35:30,51.95015,-2.54433,138,6
"$$BUZZ,135,13:35:36,51.95008,-2.54432,00138,6*D604",M0RPI/5,135,13:35:36,51.95008,-2.54432,138,6
"$$BUZZ,136,13:35:42,51.95002,-2.54431,00138,4*0B99",M0RPI/5,136,13:35:42,51.95002,-2.54431,138,4
"$$BUZZ,137,13:35:48,51.95000,-2.54421,00138,5*2C03",M0RPI/5,137,13:35:48,51.95,-2.54421,138,5
"$$BUZZ,138,13:35:54,51.95010,-2.54425,00140,5*C8AD",M0RPI/5,138,13:35:54,51.9501,-2.54425,140,5
"$$BUZZ,139,13:36:00,51.95018,-2.54427,00141,4*0988",M0RPI/5,139,13:36:00,51.95018,-2.54427,141,4
"$$BUZZ,140,13:36:02,51.95018,-2.54425,00141,0*3B7C",M0RPI/5,140,13:36:02,51.95018,-2.54425,141,0
"$$BUZZ,141,13:36:12,51.95024,-2.54429,00141,4*B0F5",M0RPI/5,141,13:36:12,51.95024,-2.54429,141,4
"$$BUZZ,142,13:36:18,51.95025,-2.54438,00141,4*3E9D",M0RPI/5,142,13:36:18,51.95025,-2.54438,141,4
"$$BUZZ,143,13:36:24,51.95023,-2.54447,00141,3*7065",M0RPI/5,143,13:36:24,51.95023,-2.54447,141,3
"$$BUZZ,144,13:36:30,51.95024,-2.54446,00141,3*C458",M0RPI/5,144,13:36:30,51.95024,-2.54446,141,3
"$$BUZZ,145,13:36:36,51.95018,-2.54442,00141,3*7D6A",M0RPI/5,145,13:36:36,51.95018,-2.54442,141,3
"$$BUZZ,146,13:36:42,51.95018,-2.54440,00141,3*6ABA",M0RPI/5,146,13:36:42,51.95018,-2.5444,141,3
"$$BUZZ,147,13:36:50,51.95018,-2.54435,00141,3*2695",M0RPI/5,147,13:36:50,51.95018,-2.54435,141,3
"$$BUZZ,148,13:36:50,51.95018,-2.54435,00141,0*9218",M0RPI/5,148,13:36:50,51.95018,-2.54435,141,0
"$$BUZZ,149,13:36:50,51.95018,-2.54435,00141,0*BB59",M0RPI/5,149,13:36:50,51.95018,-2.54435,141,0
"$$BUZZ,150,13:37:12,51.95025,-2.54464,00141,3*1730",M0RPI/5,150,13:37:12,51.95025,-2.54464,141,3
"$$BUZZ,151,13:37:18,51.95027,-2.54465,00141,3*A4ED",M0RPI/5,151,13:37:18,51.95027,-2.54465,141,3
"$$BUZZ,152,13:37:26,51.95023,-2.54457,00141,3*E1F9",M0RPI/5,152,13:37:26,51.95023,-2.54457,141,3
"$$BUZZ,153,13:37:26,51.95023,-2.54457,00141,0*F8DB",M0RPI/5,153,13:37:26,51.95023,-2.54457,141,0
"$$BUZZ,154,13:37:42,51.95017,-2.54412,00134,4*0AFB",M0RPI/5,154,13:37:42,51.95017,-2.54412,134,4
"$$BUZZ,155,13:37:48,51.95017,-2.54398,00132,5*8CA9",M0RPI/5,155,13:37:48,51.95017,-2.54398,132,5
"$$BUZZ,156,13:37:54,51.95017,-2.54395,00132,4*6344",M0RPI/5,156,13:37:54,51.95017,-2.54395,132,4
"$$BUZZ,157,13:38:00,51.95021,-2.54412,00133,5*5954",M0RPI/5,157,13:38:00,51.95021,-2.54412,133,5
"$$BUZZ,158,13:38:06,51.95019,-2.54418,00134,5*4B89",M0RPI/5,158,13:38:06,51.95019,-2.54418,134,5
"$$BUZZ,159,13:38:12,51.95021,-2.54426,00134,4*4232",M0RPI/5,159,13:38:12,51.95021,-2.54426,134,4
"$$BUZZ,160,13:38:18,51.95028,-2.54437,00134,3*4985",M0RPI/5,160,13:38:18,51.95028,-2.54437,134,3
"$$BUZZ,161,13:38:26,51.95031,-2.54442,00134,3*6D6B",M0RPI/5,161,13:38:26,51.95031,-2.54442,134,3
"$$BUZZ,162,13:38:30,51.95018,-2.54470,00135,5*C077",M0RPI/5,162,13:38:30,51.95018,-2.5447,135,5
"$$BUZZ,163,13:38:36,51.95020,-2.54481,00135,5*A89F",M0RPI/5,163,13:38:36,51.9502,-2.54481,135,5
"$$BUZZ,164,13:38:42,51.95020,-2.54473,00136,3*756C",M0RPI/5,164,13:38:42,51.9502,-2.54473,136,3
"$$BUZZ,165,13:38:48,51.95013,-2.54461,00136,4*7666",M0RPI/5,165,13:38:48,51.95013,-2.54461,136,4
"$$BUZZ,166,13:38:54,51.95015,-2.54466,00136,5*76F7",M0RPI/5,166,13:38:54,51.95015,-2.54466,136,5
"$$BUZZ,167,13:39:00,51.95016,-2.54465,00136,5*98C3",M0RPI/5,167,13:39:00,51.95016,-2.54465,136,5
"$$BUZZ,168,13:39:06,51.95016,-2.54453,00136,5*883E",M0RPI/5,168,13:39:06,51.95016,-2.54453,136,5
"$$BUZZ,169,13:39:12,51.95024,-2.54453,00136,4*4211",M0RPI/5,169,13:39:12,51.95024,-2.54453,136,4
"$$BUZZ,170,13:39:18,51.95028,-2.54458,00136,4*41BD",M0RPI/5,170,13:39:18,51.95028,-2.54458,136,4
"$$BUZZ,171,13:39:24,51.95031,-2.54458,00136,5*3488",M0RPI/5,171,13:39:24,51.95031,-2.54458,136,5
"$$BUZZ,172,13:39:30,51.95035,-2.54462,00135,4*D9C6",M0RPI/5,172,13:39:30,51.95035,-2.54462,135,4
"$$BUZZ,173,13:39:36,51.95034,-2.54457,00135,5*A9C0",M0RPI/5,173,13:39:36,51.95034,-2.54457,135,5
"$$BUZZ,174,13:39:42,51.95039,-2.54458,00135,4*A4FF",M0RPI/5,174,13:39:42,51.95039,-2.54458,135,4
"$$BUZZ,175,13:39:50,51.95031,-2.54458,00135,3*026E",M0RPI/5,175,13:39:50,51.95031,-2.54458,135,3
"$$BUZZ,176,13:39:58,51.95024,-2.54455,00135,3*5227",M0RPI/5,176,13:39:58,51.95024,-2.54455,135,3
"$$BUZZ,177,13:40:00,51.95021,-2.54450,00135,3*CA93",M0RPI/5,177,13:40:00,51.95021,-2.5445,135,3
"$$BUZZ,178,13:40:06,51.95020,-2.54460,00135,3*70D7",M0RPI/5,178,13:40:06,51.9502,-2.5446,135,3
"$$BUZZ,179,13:40:12,51.95024,-2.54469,00135,3*1AE1",M0RPI/5,179,13:40:12,51.95024,-2.54469,135,3
"$$BUZZ,180,13:40:18,51.95021,-2.54465,00135,3*62FF",M0RPI/5,180,13:40:18,51.95021,-2.54465,135,3
"$$BUZZ,181,13:40:24,51.95024,-2.54462,00135,3*6997",M0RPI/5,181,13:40:24,51.95024,-2.54462,135,3
"$$BUZZ,182,13:40:30,51.95029,-2.54464,00135,3*C829",M0RPI/5,182,13:40:30,51.95029,-2.54464,135,3
"$$BUZZ,183,13:40:36,51.95028,-2.54463,00134,4*9871",M0RPI/5,183,13:40:36,51.95028,-2.54463,134,4
"$$BUZZ,184,13:40:42,51.95028,-2.54477,00135,5*3879",M0RPI/5,184,13:40:42,51.95028,-2.54477,135,5
"$$BUZZ,185,13:40:48,51.95026,-2.54474,00134,5*7B3B",M0RPI/5,185,13:40:48,51.95026,-2.54474,134,5
"$$BUZZ,186,13:40:54,51.95026,-2.54474,00134,5*DAC4",M0RPI/5,186,13:40:54,51.95026,-2.54474,134,5
"$$BUZZ,187,13:41:00,51.95024,-2.54473,00134,5*582E",M0RPI/5,187,13:41:00,51.95024,-2.54473,134,5
"$$BUZZ,188,13:41:06,51.95024,-2.54475,00134,5*F91C",M0RPI/5,188,13:41:06,51.95024,-2.54475,134,5
"$$BUZZ,189,13:41:12,51.95025,-2.54475,00133,5*D4F0",M0RPI/5,189,13:41:12,51.95025,-2.54475,133,5
"$$BUZZ,190,13:41:18,51.95025,-2.54475,00133,5*D22F",M0RPI/5,190,13:41:18,51.95025,-2.54475,133,5
"$$BUZZ,191,13:41:24,51.95025,-2.54473,00133,5*32F2",M0RPI/5,191,13:41:24,51.95025,-2.54473,133,5
"$$BUZZ,192,13:41:30,51.95024,-2.54470,00133,5*E548",M0RPI/5,192,13:41:30,51.95024,-2.5447,133,5
"$$BUZZ,193,13:41:36,51.95024,-2.54473,00134,6*2BEA",M0RPI/5,193,13:41:36,51.95024,-2.54473,134,6
"$$BUZZ,194,13:41:42,51.95021,-2.54466,00140,9*3B44",M0RPI/5,194,13:41:42,51.95021,-2.54466,140,9
"$$BUZZ,195,13:41:48,51.95021,-2.54467,00141,9*4FEA",M0RPI/5,195,13:41:48,51.95021,-2.54467,141,9
"$$BUZZ,196,13:41:54,51.95021,-2.54467,00142,9*B745",M0RPI/5,196,13:41:54,51.95021,-2.54467,142,9
"$$BUZZ,197,13:42:00,51.95021,-2.54467,00143,9*5149",M0RPI/5,197,13:42:00,51.95021,-2.54467,143,9
"$$BUZZ,198,13:42:06,51.95020,-2.54468,00143,10*D0F4",M0RPI/5,198,13:42:06,51.9502,-2.54468,143,10
"$$BUZZ,199,13:42:12,51.95020,-2.54468,00143,10*4609",M0RPI/5,199,13:42:12,51.9502,-2.54468,143,10
"$$BUZZ,200,13:42:18,51.95020,-2.54467,00145,10*B726",M0RPI/5,200,13:42:18,51.9502,-2.54467,145,10
"$$BUZZ,201,13:42:24,51.95020,-2.54467,00146,10*7F6B",M0RPI/5,201,13:42:24,51.9502,-2.54467,146,10
"$$BUZZ,202,13:42:30,51.95020,-2.54466,00147,10*08D0",M0RPI/5,202,13:42:30,51.9502,-2.54466,147,10
"$$BUZZ,203,13:42:36,51.95021,-2.54465,00147,10*4833",M0RPI/5,203,13:42:36,51.95021,-2.54465,147,10
"$$BUZZ,204,13:42:42,51.95021,-2.54465,00147,10*C520",M0RPI/5,204,13:42:42,51.95021,-2.54465,147,10
"$$BUZZ,205,13:42:48,51.95021,-2.54465,00148,10*982C",M0RPI/5,205,13:42:48,51.95021,-2.54465,148,10
"$$BUZZ,206,13:42:54,51.95021,-2.54465,00148,10*C2E7",M0RPI/5,206,13:42:54,51.95021,-2.54465,148,10
"$$BUZZ,207,13:43:00,51.95020,-2.54465,00147,11*3318",M0RPI/5,207,13:43:00,51.9502,-2.54465,147,11
"$$BUZZ,208,13:43:06,51.95020,-2.54466,00147,11*66A3",M0RPI/5,208,13:43:06,51.9502,-2.54466,147,11
"$$BUZZ,209,13:43:12,51.95020,-2.54466,00147,11*F05E",M0RPI/5,209,13:43:12,51.9502,-2.54466,147,11
"$$BUZZ,210,13:43:18,51.95020,-2.54466,00148,11*9B76",M0RPI/5,210,13:43:18,51.9502,-2.54466,148,11
"$$BUZZ,211,13:43:24,51.95020,-2.54466,00148,11*C8E7",M0RPI/5,211,13:43:24,51.9502,-2.54466,148,11
"$$BUZZ,212,13:43:30,51.95020,-2.54465,00149,11*61D6",M0RPI/5,212,13:43:30,51.9502,-2.54465,149,11
"$$BUZZ,213,13:43:36,51.95020,-2.54466,00148,11*899E",M0RPI/5,213,13:43:36,51.9502,-2.54466,148,11
"$$BUZZ,214,13:43:42,51.95021,-2.54465,00148,11*6B5D",M0RPI/5,214,13:43:42,51.95021,-2.54465,148,11
"$$BUZZ,215,13:43:48,51.95021,-2.54465,00148,11*E2BF",M0RPI/5,215,13:43:48,51.95021,-2.54465,148,11
"$$BUZZ,216,13:43:54,51.95021,-2.54465,00148,11*B874",M0RPI/5,216,13:43:54,51.95021,-2.54465,148,11
